SKU,Product Title,Element Symbol,Element Name,Atomic Number,Collection Type,Retail Price,Current Stock,Status,Available for Subscription,Tags,Notes
U33.20g_amp,Uranium metal 99.9% depleted U238,U,Uranium,92.0,Ampoule,674.0,1.0,Active,Yes,"class:exotic, elements, purity:3N, size:standard",
U35.06g_amp,Uranium metal 99.9% depleted U238,U,Uranium,92.0,Ampoule,712.0,1.0,Active,Yes,"class:exotic, elements, purity:3N, size:standard",
U43.98g_amp,Uranium metal 99.9% depleted U238,U,Uranium,92.0,Ampoule,890.0,1.0,Active,Yes,"class:exotic, elements, purity:3N, size:standard",
U47.62g_amp,Uranium metal 99.9% depleted U238,U,Uranium,92.0,Ampoule,962.0,1.0,Active,Yes,"class:exotic, elements, purity:3N, size:standard",
U50.04g_amp,Uranium metal 99.9% depleted U238,U,Uranium,92.0,Ampoule,1010.0,1.0,Active,Yes,"class:exotic, elements, purity:3N, size:standard",
Nd1g_bot,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other (Bulk/Bottle),4.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Nd7x25mm,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other,12.5,4.0,Active,Yes,"class:exotic, elements, purity:none, size:micro",
Nd_FBB,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other,20.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Nd10g,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other (Bulk/Bottle),6.5,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Nd100g,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other (Bulk/Bottle),54.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Nd1k,Neodymium metal 99.5%,Nd,Neodymium,60.0,Other (Bulk),500.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Pr1g_bot,Praseodymium metal 99.6%,Pr,Praseodymium,59.0,Other (Bulk/Bottle),7.25,42.0,Active,Yes,"class:exotic, elements, purity:none, size:micro",
Pr_FBB,Praseodymium metal 99.6%,Pr,Praseodymium,59.0,Other,20.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Pr10g,Praseodymium metal 99.6%,Pr,Praseodymium,59.0,Other (Bulk/Bottle),69.29,1.0,Active,Yes,"class:exotic, elements, purity:none, size:micro",
Pr100g,Praseodymium metal 99.6%,Pr,Praseodymium,59.0,Other (Bulk/Bottle),129.0,3.0,Active,Yes,"class:exotic, elements, purity:none, size:micro",
Pr1k,Praseodymium metal 99.6%,Pr,Praseodymium,59.0,Other (Bulk),525.0,0.0,Active,No,"class:exotic, elements, purity:none, size:micro",Out of stock
Al1g_bot,Aluminum metal 99.9%,Al,Aluminum,13.0,Other (Bulk/Bottle),3.5,10.0,Active,Yes,"class:common, elements, form:piece, purity:3N, size:micro",
Al10g,Aluminum metal 99.9%,Al,Aluminum,13.0,Other (Bulk/Bottle),7.25,6.0,Active,Yes,"class:common, elements, form:piece, purity:3N, size:micro",
Al100g,Aluminum metal 99.9%,Al,Aluminum,13.0,Other (Bulk/Bottle),37.45,5.0,Active,Yes,"class:common, elements, form:piece, purity:3N, size:micro",
Al1k,Aluminum metal 99.9%,Al,Aluminum,13.0,Other (Bulk),331.5,9.0,Active,Yes,"class:common, elements, form:piece, purity:3N, size:micro",
Re1g_bot,Rhenium metal 99.95%,Re,Rhenium,75.0,Other (Bulk/Bottle),40.0,9.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
Re1g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other (Bulk/Bottle),43.0,16.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
Re5g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other,75.0,6.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
Re10g,Rhenium metal 99.95%,Re,Rhenium,75.0,Other (Bulk/Bottle),126.0,5.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
Re10g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other (Bulk/Bottle),139.0,4.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
Re20g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other,200.0,0.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Re30g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other,330.0,0.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Re100g_bead,Rhenium metal 99.95%,Re,Rhenium,75.0,Other (Bulk/Bottle),1218.0,2.0,Active,No,"class:precious, elements, purity:3N, size:micro",Precious metal - exclude from normal assignment
As10.1mm,Arsenic Cube 99.99%,As,Arsenic,33.0,10mm Cube,5.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
As10mm_sg,Arsenic Cube 99.99%,As,Arsenic,33.0,10mm Cube,20.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
As10mm,Arsenic Cube 99.99%,As,Arsenic,33.0,10mm Cube,129.0,23.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Tl10mm_sg,Thallium Metal Cube 99.99%,Tl,Thallium,81.0,10mm Cube,20.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Tl10mm,Thallium Metal Cube 99.99%,Tl,Thallium,81.0,10mm Cube,125.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Tl25.4mm,Thallium Metal Cube 99.99%,Tl,Thallium,81.0,25.4mm Cube,825.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
I10mm_sg,Iodine Cube 99.8%,I,Iodine,53.0,10mm Cube,20.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
I10mm,Iodine Cube 99.8%,I,Iodine,53.0,10mm Cube,80.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Si10mm_etch,Silicon Metal Cube 99.99% Acid Etched,Si,Silicon,14.0,10mm Cube,20.0,18.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Ge10mm_mp,Germanium Mirror Cube 99.999%,Ge,Germanium,32.0,10mm Cube,75.0,0.0,Active,No,"class:mid, form:cube, purity:5N, size:micro",Out of stock
Ge25.4mm_mp,Germanium Mirror Cube 99.999%,Ge,Germanium,32.0,25.4mm Cube,390.0,0.0,Active,No,"class:mid, form:cube, purity:5N, size:micro",Out of stock
Si10mm_mp,Silicon Mirror Cube 99.99%,Si,Silicon,14.0,10mm Cube,40.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Si25.4mm_mp,Silicon Mirror Cube 99.99%,Si,Silicon,14.0,25.4mm Cube,62.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Si50mm_mp,Silicon Mirror Cube 99.99%,Si,Silicon,14.0,50mm Cube,160.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Br10mm_sg,Bromine Liquid Cube,Br,Bromine,35.0,10mm Cube,15.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Br10mm,Bromine Liquid Cube,Br,Bromine,35.0,10mm Cube,62.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Li10mm,Lithium Metal Cube,Li,Lithium,3.0,10mm Cube,45.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Li25.4mm_dome,Lithium Metal Cube,Li,Lithium,3.0,25.4mm Cube,300.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Na10mm_sg,Sodium Metal 99.5% Cube,Na,Sodium,11.0,10mm Cube,20.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Na10mm,Sodium Metal 99.5% Cube,Na,Sodium,11.0,10mm Cube,50.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Na25.4mm_dome,Sodium Metal 99.5% Cube,Na,Sodium,11.0,25.4mm Cube,300.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Na25.4mm_dome,Sodium Metal 99.5% Cube,Na,Sodium,11.0,25.4mm Cube,300.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Cs10mm_sg,Cesium Glass Cube 99.5%,Cs,Cesium,55.0,10mm Cube,20.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Cs10mm,Cesium Glass Cube 99.5%,Cs,Cesium,55.0,10mm Cube,100.0,0.0,Active,No,"class:reactive, form:cube, purity:none, size:micro",Out of stock
Rb10mm_sg,Rubidium Metal Cube 99.9%,Rb,Rubidium,37.0,10mm Cube,20.0,0.0,Active,No,"class:reactive, form:cube, purity:3N, size:micro",Out of stock
Rb10mm,Rubidium Metal Cube 99.9%,Rb,Rubidium,37.0,10mm Cube,170.0,1.0,Active,Yes,"class:reactive, form:cube, purity:3N, size:micro",
Rb10mm,Rubidium Metal Cube 99.9%,Rb,Rubidium,37.0,10mm Cube,170.0,1.0,Active,Yes,"class:reactive, form:cube, purity:3N, size:micro",
Rb25.4mm_dome,Rubidium Metal Cube 99.9%,Rb,Rubidium,37.0,25.4mm Cube,500.0,0.0,Active,No,"class:reactive, form:cube, purity:3N, size:micro",Out of stock
Pb25.4mm_dome,Lead Mirror Cube,Pb,Lead,82.0,25.4mm Cube,120.0,0.0,Active,No,"class:common, form:cube, purity:none, size:small",Out of stock
In25.4mm_dome,Indium Mirror Cube,In,Indium,49.0,25.4mm Cube,150.0,0.0,Archived,No,"class:mid, form:cube, purity:none, size:small",Out of stock; Archived
P10mm_orange,Orange Phosphorus Cube 99.9%,P,Phosphorus,15.0,10mm Cube,400.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
P10mm_amp,Black Phosphorus Cube 99.99%,P,Phosphorus,15.0,Ampoule,270.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:small",Out of stock
set10mm_5,Density Cube Set 10mm – 5 Elements Metal Sample Starter Set – Luciteria,,,,Lucite 50mm,46.35,8.0,Active,No,"cubes, displays, form:cube, purity:none, size:large",
set10mm_15,Density Cube Set 10mm – 15 Elements Metal Sample Student Set – Luciteria,,,,Lucite 50mm,145.73,6.0,Active,No,"cubes, displays, purity:none, size:large",
set25.4mm_5,Density Cube Set 1 inch – 5 Elements Metal Sample Starter Set – Luciteria,,,,Lucite 50mm,124.2,1.0,Active,No,"cubes, displays, gift, periodic table, purity:none, size:large",
Ni1oz,Nickel .995 1 oz Bar,Ni,Nickel,28.0,Other (Bar/Ingot),13.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:small",Out of stock
Co1oz,Cobalt 99.96% 1 oz Bar,Co,Cobalt,27.0,Other (Bar/Ingot),22.0,0.0,Active,No,"class:mid, form:bar, purity:3N, size:small",Out of stock
Al1oz,Aluminum .996 1 oz Bar,Al,Aluminum,13.0,Other (Bar/Ingot),9.5,0.0,Active,No,"class:common, form:bar, purity:none, size:small",Out of stock
Si1g_bar,Silicon .999999 1 Gram Bar,Si,Silicon,14.0,Other (Bar/Ingot),9.0,86.0,Active,Yes,"class:common, form:bar, purity:none, size:micro",
W1g_bar,Tungsten .9995 1 Gram Bar,W,Tungsten,74.0,Other (Bar/Ingot),4.7,443.0,Active,Yes,"class:mid, form:bar, purity:none, size:micro",
Os1oz,Osmium .9995 1 oz Bar,Os,Osmium,76.0,Other (Bar/Ingot),2495.0,0.0,Active,No,"class:precious, form:bar, purity:none, size:small",Precious metal - exclude from normal assignment; Out of stock
Re1g_bar,Rhenium .9999 1 Gram Bar,Re,Rhenium,75.0,Other (Bar/Ingot),48.0,0.0,Active,No,"class:precious, form:bar, purity:none, size:micro",Precious metal - exclude from normal assignment; Out of stock
Te1g_bar,Tellurium .9999 1 Gram Bar,Te,Tellurium,52.0,Other (Bar/Ingot),25.0,0.0,Active,No,"class:mid, form:bar, purity:none, size:micro",Out of stock
Sb1g_bar,Antimony .999 1 Gram Bar,Sb,Antimony,51.0,Other (Bar/Ingot),29.0,17.0,Active,Yes,"class:mid, form:bar, purity:none, size:micro",
Os2.5g_bar,Osmium .9995 2.5 Gram Bar,Os,Osmium,76.0,Other (Bar/Ingot),175.0,0.0,Active,No,"class:precious, elements, form:bar, purity:none, size:micro",Precious metal - exclude from normal assignment; Out of stock
Os3g_bar,Osmium .9995 2.5 Gram Bar,Os,Osmium,76.0,Other (Bar/Ingot),200.0,0.0,Active,No,"class:precious, elements, form:bar, purity:none, size:micro",Precious metal - exclude from normal assignment; Out of stock
W_kgbar,Tungsten .9995 Kilo Bar,W,Tungsten,74.0,Other (Bar/Ingot),699.0,12.0,Active,Yes,"class:mid, elements, form:bar, purity:none, size:display",
Mn_dome,Manganese,Mn,Manganese,25.0,Other,375.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Cd_dome,Cadmium,Cd,Cadmium,48.0,Other,175.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Pb_dome,Lead,Pb,Lead,82.0,Other,125.0,2.0,Active,Yes,"class:common, domes, purity:5N, size:large",
Ca_dome,Calcium,Ca,Calcium,20.0,Other,240.0,0.0,Active,No,"class:reactive, domes, purity:none, size:large",Out of stock
As_dome,Arsenic,As,Arsenic,33.0,Other,500.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Br_dome,Bromine,Br,Bromine,35.0,Other,160.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Be_dome,Beryllium,Be,Beryllium,4.0,Other,500.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Mg_dome,Magnesium,Mg,Magnesium,12.0,Other,180.0,1.0,Active,Yes,"class:common, domes, purity:none, size:large",
Sb_dome,Antimony,Sb,Antimony,51.0,Other,235.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Sr_dome,Strontium,Sr,Strontium,38.0,Other,300.0,0.0,Active,No,"class:reactive, domes, purity:none, size:large",Out of stock
Te_dome,Tellurium,Te,Tellurium,52.0,Other,240.0,0.0,Active,No,"class:mid, domes, purity:3N, size:large",Out of stock
Ti_dome_rod,Titanium,Ti,Titanium,22.0,Other,200.0,1.0,Active,Yes,"class:mid, domes, purity:5N, size:large",
Zn_dome,Zinc,Zn,Zinc,30.0,Other,180.0,0.0,Active,No,"class:common, domes, purity:none, size:large",Out of stock
Sm_dome,Samarium,Sm,Samarium,62.0,Other,275.0,0.0,Active,No,"class:exotic, domes, purity:4N, size:large",Out of stock
Ba_dome,Barium,Ba,Barium,56.0,Other (Bar/Ingot),275.0,4.0,Active,Yes,"class:reactive, domes, form:bar, purity:none, size:large",
Yb_dome,Ytterbium,Yb,Ytterbium,70.0,Other,300.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Eu_dome,Europium,Eu,Europium,63.0,Other,475.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Cl_dome,Chlorine,Cl,Chlorine,17.0,Other,100.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
In_dome,Indium,In,Indium,49.0,Other,200.0,1.0,Active,Yes,"class:mid, domes, purity:none, size:large",
Tl_dome,Thallium,Tl,Thallium,81.0,Other,700.0,1.0,Active,Yes,"class:mid, domes, purity:none, size:large",
Tm_dome,Thulium,Tm,Thulium,69.0,Other,440.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Ge_dome,Germanium,Ge,Germanium,32.0,Other,320.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Li_dome,Lithium,Li,Lithium,3.0,Other,240.0,4.0,Active,Yes,"class:reactive, domes, purity:none, size:large",
I_dome,Iodine,I,Iodine,53.0,Other,150.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Ga_dome,Gallium,Ga,Gallium,31.0,Other,250.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
Ni_dome,Nickel,Ni,Nickel,28.0,Other,125.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
V_dome,Vanadium,V,Vanadium,23.0,Other,175.0,0.0,Active,No,"class:mid, domes, purity:none, size:large",Out of stock
S_dome,Sulfur,S,Sulfur,16.0,Other,160.0,1.0,Active,Yes,"class:common, domes, purity:none, size:large",
Nd_dome,Neodymium,Nd,Neodymium,60.0,Other,150.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
Si_dome,Silicon,Si,Silicon,14.0,Other,100.0,4.0,Active,Yes,"class:common, domes, purity:none, size:large",
Pr_dome,Praseodymium,Pr,Praseodymium,59.0,Other,160.0,0.0,Active,No,"class:exotic, domes, purity:none, size:micro",Out of stock
La_dome,Lanthanum,La,Lanthanum,57.0,Other,175.0,0.0,Active,No,"class:exotic, domes, purity:3N, size:large",Out of stock
Sb_dome_2,Antimony,Sb,Antimony,51.0,Other,,0.0,Active,No,"class:mid, domes, purity:7N, size:large",Out of stock
Y_dome,Yttrium,Y,Yttrium,39.0,Other,125.0,0.0,Active,No,"class:mid, domes, purity:3N, size:large",Out of stock
Er_dome,Erbium,Er,Erbium,68.0,Other,260.0,0.0,Active,No,"class:exotic, domes, purity:none, size:large",Out of stock
SQ1568835,Dysprosium,Dy,Dysprosium,66.0,Other,0.0,0.0,Draft,No,"class:exotic, purity:none, size:micro",Out of stock; Draft
Dy_dome,Dysprosium,Dy,Dysprosium,66.0,Other,300.0,0.0,Active,No,"class:exotic, domes, purity:4N, size:large",Out of stock
Sn_dome,Tin,Sn,Tin,50.0,Other,250.0,1.0,Active,Yes,"class:common, domes, purity:none, size:micro",
B_dome,Boron,B,Boron,5.0,Other,250.0,0.0,Active,No,"class:common, domes, purity:none, size:micro",Out of stock
Sc_dome,Scandium,Sc,Scandium,21.0,Other,175.0,0.0,Active,No,"class:mid, domes, purity:none, size:micro",Out of stock
Bi_dome,Bismuth,Bi,Bismuth,83.0,Other,150.0,0.0,Active,No,"class:common, domes, purity:none, size:large",Out of stock
Mo_dome,Molybdenum,Mo,Molybdenum,42.0,Other,335.0,0.0,Active,No,"class:mid, domes, purity:5N, size:large",Out of stock
Al_dome,Aluminum,Al,Aluminum,13.0,Other,120.0,0.0,Active,No,"class:common, domes, purity:none, size:large",Out of stock
Au15x60mm_1g,Gold 99.99%,Au,Gold,79.0,Other (Bulk/Bottle),190.0,6.0,Active,No,"ampules, class:precious, purity:4N, size:small",Precious metal - exclude from normal assignment
Au_amp_5g,Gold 99.99%,Au,Gold,79.0,Ampoule,750.0,0.0,Active,No,"ampules, class:precious, purity:4N, size:small",Precious metal - exclude from normal assignment; Out of stock
,Bromine 99.9%,Br,Bromine,35.0,Other,,11.0,Active,Yes,"ampules, class:exotic, purity:3N, size:small",
Br15x60mm,Bromine 99.9%,Br,Bromine,35.0,Other,35.0,15.0,Active,Yes,"ampules, class:exotic, purity:3N, size:small",
Br1ml_amp,Bromine 99.9%,Br,Bromine,35.0,Ampoule,50.0,0.0,Active,No,"ampules, class:exotic, purity:3N, size:small",Out of stock
Br0.35ml_amp,Bromine 99.9%,Br,Bromine,35.0,Ampoule,39.0,68.0,Active,Yes,"ampules, class:exotic, purity:3N, size:small",
P1g_amp,Phosphorus 99.99% 1 gram,P,Phosphorus,15.0,Ampoule,24.0,0.0,Active,No,"ampules, class:common, purity:4N, size:small",Out of stock
P15x60mm,Phosphorus 99.99% 1 gram,P,Phosphorus,15.0,Other,27.0,10.0,Active,Yes,"ampules, class:common, purity:4N, size:small",
I_FBB_2,Iodine 99.9%,I,Iodine,53.0,Other,,0.0,Active,No,"ampules, class:exotic, purity:3N, size:small",Out of stock
I15x60mm,Iodine 99.9%,I,Iodine,53.0,Other,32.0,74.0,Active,Yes,"ampules, class:exotic, purity:3N, size:small",
I2g_amp,Iodine 99.9%,I,Iodine,53.0,Ampoule,22.0,68.0,Active,Yes,"ampules, class:exotic, purity:3N, size:small",
Na100mg_amp,Sodium 99.7%,Na,Sodium,11.0,Ampoule,13.0,0.0,Active,No,"ampules, class:reactive, purity:none, size:small",Out of stock
Na1g_amp,Sodium 99.7%,Na,Sodium,11.0,Ampoule,25.0,0.0,Active,No,"ampules, class:reactive, purity:none, size:small",Out of stock
Na15x60mm,Sodium 99.7%,Na,Sodium,11.0,Other,36.0,0.0,Active,No,"ampules, class:reactive, purity:none, size:small",Out of stock
V15x60mm,Vanadium 99.95% 5 grams,V,Vanadium,23.0,Other,17.0,0.0,Active,No,"ampules, class:mid, out-of-stock, purity:3N, size:small",Out of stock
Os15x60mm,Osmium 99.95% 1 gram,Os,Osmium,76.0,Other,75.0,0.0,Active,No,"ampules, class:precious, purity:3N, size:small",Precious metal - exclude from normal assignment; Out of stock
Rb5g_amp_2,Rubidium 99.99%,Rb,Rubidium,37.0,Ampoule,,0.0,Active,No,"ampules, class:reactive, form:ampoule, purity:4N, size:small",Out of stock
Rb15x60mm,Rubidium 99.99%,Rb,Rubidium,37.0,Ampoule,225.0,0.0,Active,No,"ampules, class:reactive, form:ampoule, purity:4N, size:small",Out of stock
Rb10g_amp,Rubidium 99.99%,Rb,Rubidium,37.0,Ampoule,360.0,2.0,Active,Yes,"ampules, class:reactive, form:ampoule, purity:4N, size:small",
Rb10x40mm,Rubidium 99.99%,Rb,Rubidium,37.0,Ampoule,129.0,16.0,Active,Yes,"ampules, class:reactive, form:ampoule, purity:4N, size:small",
Pd15x60mm,Palladium 99.95% 1 gram,Pd,Palladium,46.0,Other,130.0,10.0,Active,No,"ampules, class:precious, purity:3N, size:small",Precious metal - exclude from normal assignment
Ho15x60mm,Holmium 99.9% 10 grams,Ho,Holmium,67.0,Other,25.0,0.0,Active,No,"ampules, class:exotic, purity:3N, size:small",Out of stock
Si15x60mm,Silicon 99.999% 2 grams,Si,Silicon,14.0,Other,5.0,0.0,Active,No,"ampules, class:common, out-of-stock, purity:5N, size:small",Out of stock
S15x60mm,Sulfur 99.99% 2.5 grams,S,Sulfur,16.0,Other,16.0,0.0,Active,No,"ampules, class:common, purity:4N, size:small",Out of stock
Sc15x60mm,Scandium 99.99% 2 grams,Sc,Scandium,21.0,Other,33.0,14.0,Active,Yes,"ampules, class:mid, purity:4N, size:small",
Tl0.1g_bot,Thallium 99.99%,Tl,Thallium,81.0,Other (Bulk/Bottle),15.0,0.0,Active,No,"ampules, class:mid, purity:4N, size:micro",Out of stock
Tl15x60mm_1g,Thallium 99.99%,Tl,Thallium,81.0,Other (Bulk/Bottle),29.0,0.0,Active,No,"ampules, class:mid, purity:4N, size:micro",Out of stock
Tl15x60mm_15g,Thallium 99.99%,Tl,Thallium,81.0,Other,90.0,3.0,Active,Yes,"ampules, class:mid, purity:4N, size:micro",
Ca5x25mm,Calcium 99.99%,Ca,Calcium,20.0,Other,10.0,0.0,Active,No,"ampules, class:reactive, purity:4N, size:small",Out of stock
Ca15x60mm,Calcium 99.99%,Ca,Calcium,20.0,Other,22.0,2.0,Active,Yes,"ampules, class:reactive, purity:4N, size:small",
Ge15x60mm,Germanium 99.999% 5 grams,Ge,Germanium,32.0,Other,39.0,0.0,Active,No,"ampules, class:mid, purity:5N, size:small",Out of stock
C15x60mm,Carbon 99.99%,C,Carbon,6.0,Other,16.0,11.0,Active,Yes,"ampules, class:common, purity:4N, size:small",
C1g_RB,Carbon 99.99%,C,Carbon,6.0,Other (Bulk/Bottle),17.0,22.0,Active,Yes,"ampules, class:common, purity:4N, size:small",
